h3_cell,police_station,violation_count,violations_per_device,lambda_normalized,mu,expected_n,mean_dwell,dwell_samples,chronic_offender_count,bpr_delay_min_per_km,hotspot_status,gi_z_score
8960145123bffff,Kengeri,3,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07218339009081642,NOT_HOTSPOT,-0.3076007090049551
89601451257ffff,Kengeri,9,9.0,0.0024845977942292916,0.6057786546239967,0.0041014944571981776,99.04607820366607,0.0,0.0,0.07245831792872748,NOT_HOTSPOT,-0.3608812706175974
89601451263ffff,Kengeri,5,1.6666666666666667,0.00046011070263505405,0.6057786546239967,0.0007595360105922552,99.04607820366607,0.0,0.0,0.07209203733547342,NOT_HOTSPOT,-0.2768562654723743
8960145126bffff,Kengeri,3,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.0720956886700308,NOT_HOTSPOT,-0.3772876263701546
89601451287ffff,Kengeri,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07207378412962306,NOT_HOTSPOT,-0.3919480055574534
896014512a3ffff,Kengeri,3,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07218339009081642,NOT_HOTSPOT,-0.3270482208278014
896014512a7ffff,Kengeri,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07210664406079248,NOT_HOTSPOT,-0.3076731776181174
8960145140bffff,Thalagattapura,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07207378412962306,NOT_HOTSPOT,-0.1232409580124167
89601451483ffff,Thalagattapura,19,3.8,0.001049052402007923,0.6057786546239967,0.0017317421041503414,99.04607820366607,0.0,0.0,0.054157294888796725,NOT_HOTSPOT,0.1461990585098728
89601451497ffff,Thalagattapura,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.0540553380972173,NOT_HOTSPOT,0.1441695537181684
8960145149bffff,Thalagattapura,19,6.333333333333333,0.0017484206700132052,0.6057786546239967,0.002886236840250569,99.04607820366607,0.0,0.0,0.05424739176261806,NOT_HOTSPOT,0.1216452021037679
896014514c3ffff,Thalagattapura,3,1.5,0.0004140996323715486,0.6057786546239967,0.0006835824095330295,99.04607820366607,0.0,0.0,0.07208473535979865,NOT_HOTSPOT,-0.0361946735024492
896014514d3ffff,Thalagattapura,21,21.0,0.00579739485320168,0.6057786546239967,0.009570153733462414,99.04607820366607,0.0,0.0,0.07304550716211278,NOT_HOTSPOT,-0.2263628094352681
896014514d7ffff,Thalagattapura,32,8.0,0.002208531372648259,0.6057786546239967,0.0036457728508428244,99.04607820366607,0.0,0.0,0.0543044857881827,NOT_HOTSPOT,-0.1003219235787251
896014514dbffff,Thalagattapura,36,4.0,0.0011042656863241296,1.6666666666666667,0.0006625594117944777,36.0,1.0,0.0,0.05406394708032303,NOT_HOTSPOT,-0.0604225779931371
89601451613ffff,Thalagattapura,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.4148689065629321
8960145164bffff,K.S. Layout,4,1.3333333333333333,0.0003680885621080432,0.6057786546239967,0.0006076288084738041,99.04607820366607,0.0,0.0,0.07213221473285047,NOT_HOTSPOT,-0.2271834738520561
8960145164fffff,K.S. Layout,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10807783186131381,NOT_HOTSPOT,-0.29308714970554
8960145165bffff,K.S. Layout,57,8.142857142857142,0.002247969432874121,0.6057786546239967,0.0037108759374650177,99.04607820366607,0.0,0.0,0.07231205077247527,NOT_HOTSPOT,-0.3028908292350085
89601451663ffff,K.S. Layout,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07205188790754269,NOT_HOTSPOT,-0.302811168313925
8960145166bffff,K.S. Layout,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10807783186131381,NOT_HOTSPOT,-0.29308714970554
8960145167bffff,K.S. Layout,5,2.5,0.000690166053952581,0.6057786546239967,0.0011393040158883827,99.04607820366607,0.0,0.0,0.07208473535979865,NOT_HOTSPOT,-0.3076185377884655
89601451697ffff,Thalagattapura,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07207378412962306,NOT_HOTSPOT,-0.3299573869289995
896014516cbffff,K.S. Layout,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10807783186131381,NOT_HOTSPOT,-0.2336780264933598
89601451847ffff,Kengeri,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.4049360304120095
8960145187bffff,Kengeri,3,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07226023825291117,NOT_HOTSPOT,-0.4243084460397288
89601451aa7ffff,Kengeri,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07210664406079248,NOT_HOTSPOT,-0.4326120833743358
89601451d6bffff,Kengeri,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.054045073512194675,NOT_HOTSPOT,-0.4049360304120095
89601451e2bffff,Kengeri,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.0540553380972173,NOT_HOTSPOT,-0.3932672080819476
89601451e7bffff,Kengeri,2,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.07211760153255842,NOT_HOTSPOT,-0.3446099506207206
89601453343ffff,Thalagattapura,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.054063551519849096,NOT_HOTSPOT,0.1441695537181684
8960145334bffff,Thalagattapura,63,31.5,0.00869609227980252,0.6057786546239967,0.01435523060019362,99.04607820366607,0.0,1.0,0.055039586373181404,NOT_HOTSPOT,-0.1515366247030801
89601458033ffff,Kamakshipalya,3,1.5,0.0004140996323715486,0.6057786546239967,0.0006835824095330295,99.04607820366607,0.0,0.0,0.07209021175487829,NOT_HOTSPOT,-0.1339064106483553
89601458037ffff,Kamakshipalya,51,4.25,0.0011732822917193877,0.6057786546239967,0.0019368168270102505,99.04607820366607,0.0,0.0,0.054076216936302046,NOT_HOTSPOT,-0.3012767333944935
89601458053ffff,Peenya,2,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.07216145223915404,NOT_HOTSPOT,0.30172628203412
89601458083ffff,Kamakshipalya,175,14.583333333333334,0.004025968648056722,0.5758157389635317,0.006991765552125175,104.2,5.0,1.0,0.07240629852744984,EMERGING,-0.2826069046832265
8960145808bffff,Kamakshipalya,4,4.0,0.0011042656863241296,0.6057786546239967,0.0018228864254214122,99.04607820366607,0.0,0.0,0.10817640229883763,NOT_HOTSPOT,-0.2226581215970652
89601458093ffff,Kamakshipalya,4,4.0,0.0011042656863241296,0.6057786546239967,0.0018228864254214122,99.04607820366607,0.0,0.0,0.10817640229883763,NOT_HOTSPOT,-0.1946090995355285
8960145809bffff,Kamakshipalya,15,7.5,0.002070498161857743,4.8,0.0004313537837203631,12.5,2.0,0.0,0.05403803799907658,EMERGING,-0.2565749388407546
896014580afffff,Kamakshipalya,82,4.823529411764706,0.0013316145040967444,0.6057786546239967,0.0021981865718317026,99.04607820366607,0.0,0.0,0.054085783898021766,EMERGING,-0.2690198632877013
896014580b7ffff,Jnanabharathi,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.054038915930656906,NOT_HOTSPOT,-0.3136156334343526
896014580c7ffff,Kamakshipalya,11,5.5,0.0015183653186956782,0.6057786546239967,0.0025064688349544415,99.04607820366607,0.0,0.0,0.05430792758547476,NOT_HOTSPOT,-0.2080224404593931
896014580cbffff,Peenya,6,6.0,0.0016563985294861944,0.6057786546239967,0.002734329638132118,99.04607820366607,0.0,0.0,0.07229320448486032,NOT_HOTSPOT,0.2337795089998687
896014580cfffff,Kamakshipalya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07211760153255842,NOT_HOTSPOT,0.2741472691169136
89601458103ffff,Kamakshipalya,4,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.054038915930656906,NOT_HOTSPOT,-0.319356247594492
8960145810bffff,Kamakshipalya,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.05403686359835724,NOT_HOTSPOT,-0.319356247594492
8960145810fffff,Kamakshipalya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.05403070718601821,NOT_HOTSPOT,-0.3499174489351304
89601458123ffff,Kamakshipalya,7,2.333333333333333,0.0006441549836890755,0.6057786546239967,0.001063350414829157,99.04607820366607,0.0,0.0,0.05404986334864348,NOT_HOTSPOT,-0.4294039518278626
89601458127ffff,Kamakshipalya,7,3.5,0.0009662324755336134,0.6057786546239967,0.0015950256222437356,99.04607820366607,0.0,0.0,0.05407587457898666,EMERGING,-0.4062448452595995
89601458133ffff,Kamakshipalya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.4164895763309963
8960145813bffff,Kamakshipalya,15,2.142857142857143,0.0005915709033879266,3.0,0.00019719030112930885,20.0,1.0,0.0,0.054026524545637056,NOT_HOTSPOT,-0.4275589550906403
8960145816bffff,Kamakshipalya,6,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07215596907849742,NOT_HOTSPOT,-0.2994975790787691
89601458177ffff,Kamakshipalya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10809425246854332,NOT_HOTSPOT,-0.2852153251177999
896014581a7ffff,Kamakshipalya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.054033443261033653,NOT_HOTSPOT,-0.4330204079652506
896014581b7ffff,Jnanabharathi,2,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.10827508513622464,NOT_HOTSPOT,-0.4427058146181105
896014581cbffff,Kamakshipalya,87,4.142857142857143,0.0011437037465499916,6.0,0.00019061729109166525,10.0,1.0,0.0,0.0540280831713309,EMERGING,-0.3002386097612101
896014581cfffff,Kamakshipalya,180,13.846153846153848,0.0038224581449681416,1.25,0.003057966515974513,48.0,2.0,0.0,0.05407989884857467,EMERGING,-0.3942939289596613
89601458243ffff,Rajajinagar,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07207378412962306,NOT_HOTSPOT,-0.3159409422320099
8960145824fffff,Peenya,21,3.5,0.0009662324755336134,0.6057786546239967,0.0015950256222437356,99.04607820366607,0.0,0.0,0.07228954064195214,EMERGING,-0.3880737449754558
89601458267ffff,Peenya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07207378412962306,NOT_HOTSPOT,-0.3789826474129402
8960145826bffff,Peenya,4,1.3333333333333333,0.0003680885621080432,0.6057786546239967,0.0006076288084738041,99.04607820366607,0.0,0.0,0.0721285610858029,EMERGING,-0.3773493237844373
8960145827bffff,Peenya,6,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07222729080987467,EMERGING,-0.3832299216493577
89601458293ffff,Rajajinagar,199,18.09090909090909,0.0049942925358750405,0.6057786546239967,0.00824441815133775,99.04607820366607,0.0,5.0,0.07331844519934627,EMERGING,0.074549606636964
8960145829bffff,Rajajinagar,162,20.25,0.005590345037015906,0.6382978723404256,0.008758207224658253,94.0,1.0,4.0,0.07301313956150679,EMERGING,0.0633508431518024
896014582c3ffff,Rajajinagar,2,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.07215048643862598,EMERGING,0.003694527429937
896014582c7ffff,Rajajinagar,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10812710303969819,NOT_HOTSPOT,0.120245030157185
896014582cbffff,Rajajinagar,3,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10812710303969819,NOT_HOTSPOT,0.0021891665582194
896014582d3ffff,Rajajinagar,53,6.625,0.0018289400429743396,0.6057786546239967,0.003019155642104214,99.04607820366607,0.0,1.0,0.07238808717827139,EMERGING,0.1771106085255296
896014582dbffff,Rajajinagar,362,32.90909090909091,0.00908509496475761,0.39603960396039606,0.022939864786012967,151.5,6.0,14.0,0.055988853548565976,EMERGING,-0.2878426952831295
89601458353ffff,Peenya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.2468980613157116
89601458367ffff,Kamakshipalya,37,9.25,0.0025536143996245497,0.6057786546239967,0.004215424858787015,99.04607820366607,0.0,0.0,0.07239221604282742,EMERGING,-0.163161233348773
89601458377ffff,Kamakshipalya,21,10.5,0.00289869742660084,0.6057786546239967,0.004785076866731207,99.04607820366607,0.0,0.0,0.07239772165349967,EMERGING,-0.1590708756655043
896014583c3ffff,Peenya,19,3.1666666666666665,0.0008742103350066026,0.5357142857142857,0.001631859292012325,112.0,1.0,0.0,0.07219727691279143,NOT_HOTSPOT,-0.2678895436364906
896014583cbffff,Peenya,26,4.333333333333333,0.0011962878268511404,5.454545454545454,0.00021931943492270909,11.0,1.0,0.0,0.07205978005300251,NOT_HOTSPOT,-0.2791935037139123
896014583cfffff,Peenya,8,2.6666666666666665,0.0007361771242160864,0.6057786546239967,0.0012152576169476082,99.04607820366607,0.0,0.0,0.10825314589536283,NOT_HOTSPOT,-0.2630451891517976
89601458407ffff,Vijayanagara,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07207378412962306,NOT_HOTSPOT,-0.3324694250694989
8960145840bffff,Kamakshipalya,16,3.2,0.0008834125490593038,0.6057786546239967,0.0014583091403371298,99.04607820366607,0.0,0.0,0.05410628647343718,NOT_HOTSPOT,-0.388313097991606
89601458413ffff,Vijayanagara,13,2.1666666666666665,0.0005981439134255702,0.6057786546239967,0.0009873968137699316,99.04607820366607,0.0,0.0,0.07210847016155952,NOT_HOTSPOT,-0.2464809309756498
89601458417ffff,Vijayanagara,68,4.25,0.0011732822917193877,0.6057786546239967,0.0019368168270102505,99.04607820366607,0.0,0.0,0.07216350855867715,NOT_HOTSPOT,-0.4028486599549314
8960145841bffff,Vijayanagara,5,2.5,0.000690166053952581,0.6057786546239967,0.0011393040158883827,99.04607820366607,0.0,0.0,0.07223827120402326,NOT_HOTSPOT,-0.3049002902086679
8960145842fffff,Kamakshipalya,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.1655404389588912
89601458433ffff,Vijayanagara,14,4.666666666666667,0.0012883099673781514,0.6057786546239967,0.0021267008296583147,99.04607820366607,0.0,0.0,0.07214317706213835,NOT_HOTSPOT,-0.3874383393407683
89601458443ffff,Kamakshipalya,75,9.375,0.0025881227023221787,0.6057786546239967,0.0042723900595814344,99.04607820366607,0.0,1.0,0.07235781783078821,EMERGING,-0.2072044644047651
8960145844bffff,Vijayanagara,309,9.65625,0.0026657663833918443,2.278481012658228,0.0011699752460441982,26.333333333333332,3.0,1.0,0.07210978301636395,EMERGING,-0.201422372521513
89601458453ffff,Kamakshipalya,18,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07215414147401145,EMERGING,-0.1887683086374376
89601458457ffff,Kamakshipalya,4,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.05407176650252321,NOT_HOTSPOT,-0.280166611578147
8960145845bffff,Vijayanagara,301,9.40625,0.002596749777996586,0.3305785123966942,0.007855168078439672,181.5,2.0,8.0,0.07266317550722912,EMERGING,-0.1989992333761581
89601458463ffff,Kamakshipalya,21,1.6153846153846154,0.00044595345024628315,0.6057786546239967,0.0007361656718048011,99.04607820366607,0.0,0.0,0.054073662489337426,NOT_HOTSPOT,-0.178160251597425
89601458467ffff,Kamakshipalya,6,1.2,0.00033127970589723885,0.6057786546239967,0.0005468659276264236,99.04607820366607,0.0,0.0,0.05406683732569384,NOT_HOTSPOT,-0.1955282643999962
89601458473ffff,Kamakshipalya,55,5.5,0.0015183653186956782,0.8823529411764706,0.0017208140278551019,68.0,1.0,1.0,0.05411443351155598,EMERGING,-0.4256682169647446
89601458477ffff,Kamakshipalya,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.10807783186131381,NOT_HOTSPOT,-0.3042822377957063
89601458483ffff,Vijayanagara,97,8.083333333333334,0.002231536907780012,0.6057786546239967,0.003683749651372437,99.04607820366607,0.0,0.0,0.07222271626140042,EMERGING,0.0068723101781579
8960145848bffff,Vijayanagara,2,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.07206283497902888,NOT_HOTSPOT,-0.0843629537644442
89601458493ffff,Vijayanagara,580,13.80952380952381,0.003812345821833305,0.8356545961002786,0.004562107166793855,71.8,5.0,13.0,0.07228134684824328,EMERGING,0.2537776052065914
89601458497ffff,Vijayanagara,371,10.911764705882351,0.003012371835487147,2.0689655172413794,0.0014559797204854543,29.0,1.0,4.0,0.0721290229371796,EMERGING,0.335332589638732
8960145849bffff,Vijayanagara,538,13.121951219512194,0.0036225301173315955,0.584795321637427,0.006194526500637027,102.6,5.0,8.0,0.07249185632282984,EMERGING,-0.1046545429189735
896014584a3ffff,Vijayanagara,4,1.3333333333333333,0.0003680885621080432,0.6057786546239967,0.0006076288084738041,99.04607820366607,0.0,0.0,0.07206648446485797,NOT_HOTSPOT,-0.1485851975178637
896014584c3ffff,Magadi Road,38,3.4545454545454546,0.0009536840018253847,0.6057786546239967,0.0015743110037730378,99.04607820366607,0.0,0.0,0.0541263236704177,EMERGING,-0.2005982718074958
896014584c7ffff,Vijayanagara,2,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.10815996609118894,NOT_HOTSPOT,-0.2636214704032847
896014584cfffff,Vijayanagara,22,2.75,0.0007591826593478391,0.6057786546239967,0.0012532344174772208,99.04607820366607,0.0,0.0,0.05411492077010038,NOT_HOTSPOT,-0.2849576038645484
896014584d3ffff,Vijayanagara,11,5.5,0.0015183653186956782,0.6057786546239967,0.0025064688349544415,99.04607820366607,0.0,0.0,0.07216145223915404,NOT_HOTSPOT,0.552009695389807
896014584d7ffff,Vijayanagara,3,1.5,0.0004140996323715486,0.6057786546239967,0.0006835824095330295,99.04607820366607,0.0,0.0,0.07209021175487829,EMERGING,-0.0883979087630146
896014584dbffff,Magadi Road,260,6.666666666666667,0.0018404428105402162,3.0,0.0006134809368467388,20.0,1.0,2.0,0.05405446388415314,EMERGING,0.5528552791266083
89601458503ffff,Jnanabharathi,3,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07226023825291117,NOT_HOTSPOT,-0.1381421628031529
89601458507ffff,Jnanabharathi,85,7.727272727272727,0.0021332405303988865,0.6057786546239967,0.003521485140018637,99.04607820366607,0.0,0.0,0.05413193275596395,EMERGING,-0.187194095427938
8960145850bffff,Jnanabharathi,15,7.5,0.002070498161857743,0.6057786546239967,0.003417912047665148,99.04607820366607,0.0,0.0,0.054149886713036555,NOT_HOTSPOT,-0.2606188502789375
8960145850fffff,Jnanabharathi,72,8.0,0.002208531372648259,0.6057786546239967,0.0036457728508428244,99.04607820366607,0.0,0.0,0.05414439999209164,NOT_HOTSPOT,-0.2157666722416813
89601458517ffff,Jnanabharathi,14,7.0,0.0019324649510672268,0.6057786546239967,0.0031900512444874712,99.04607820366607,0.0,1.0,0.07257417787866238,NOT_HOTSPOT,-0.1801457883560401
8960145851bffff,Jnanabharathi,26,5.2,0.0014355453922213685,0.6057786546239967,0.002369752353047836,99.04607820366607,0.0,0.0,0.07232398993113165,NOT_HOTSPOT,-0.1886316912710649
89601458527ffff,Jnanabharathi,6,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.0721285610858029,EMERGING,-0.3689193031009298
89601458537ffff,Jnanabharathi,6,6.0,0.0016563985294861944,0.6057786546239967,0.002734329638132118,99.04607820366607,0.0,0.0,0.07228221365242682,NOT_HOTSPOT,-0.3493679402739835
89601458547ffff,Jnanabharathi,8,4.0,0.0011042656863241296,0.6057786546239967,0.0018228864254214122,99.04607820366607,0.0,0.0,0.10829977342607311,NOT_HOTSPOT,-0.3426788481457117
8960145854fffff,Jnanabharathi,3,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.3136156334343526
89601458553ffff,Jnanabharathi,4,4.0,0.0011042656863241296,0.6057786546239967,0.0018228864254214122,99.04607820366607,0.0,0.0,0.07211760153255842,NOT_HOTSPOT,-0.3650432684027768
89601458557ffff,Jnanabharathi,15,1.6666666666666667,0.00046011070263505405,0.6057786546239967,0.0007595360105922552,99.04607820366607,0.0,0.0,0.0721285610858029,NOT_HOTSPOT,-0.2403375427513694
8960145855bffff,Kamakshipalya,6,6.0,0.0016563985294861944,0.6057786546239967,0.002734329638132118,99.04607820366607,0.0,0.0,0.07269026949447133,NOT_HOTSPOT,-0.3960900600286819
89601458573ffff,Jnanabharathi,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.05404712623427166,NOT_HOTSPOT,-0.2824987738875209
8960145857bffff,Jnanabharathi,17,1.8888888888888888,0.0005214587963197279,0.6057786546239967,0.0008608074786712225,99.04607820366607,0.0,0.0,0.07211760153255842,NOT_HOTSPOT,-0.3222264243614658
89601458587ffff,Jnanabharathi,115,7.1875,0.0019842274051136703,0.33271719038817005,0.005963705700924976,180.33333333333334,3.0,0.0,0.07257418140581917,EMERGING,-0.1667246563817996
89601458593ffff,Byatarayanapura,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,0.0782524942425409
89601458597ffff,Jnanabharathi,137,9.785714285714286,0.0027015071254715317,0.6057786546239967,0.004459561433620241,99.04607820366607,0.0,0.0,0.07246697971406446,EMERGING,-0.1282400890013804
896014585a3ffff,Jnanabharathi,6,1.5,0.0004140996323715486,0.6057786546239967,0.0006835824095330295,99.04607820366607,0.0,0.0,0.05404712623427166,NOT_HOTSPOT,-0.2525524236907682
896014585abffff,Jnanabharathi,4,1.3333333333333333,0.0003680885621080432,0.6057786546239967,0.0006076288084738041,99.04607820366607,0.0,0.0,0.054041652525291584,NOT_HOTSPOT,-0.204969889626082
896014585afffff,Jnanabharathi,4,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,-0.2017403082328331
896014585b3ffff,Jnanabharathi,15,3.0,0.0008281992647430972,0.6057786546239967,0.001367164819066059,99.04607820366607,0.0,0.0,0.07219875154745381,EMERGING,-0.0976217775768116
896014585b7ffff,Jnanabharathi,16,2.0,0.0005521328431620648,0.6057786546239967,0.0009114432127107061,99.04607820366607,0.0,0.0,0.07211212253652022,NOT_HOTSPOT,-0.173362366562418
896014585bbffff,Jnanabharathi,7,7.0,0.0019324649510672268,0.6057786546239967,0.0031900512444874712,99.04607820366607,0.0,0.0,0.07271240849517824,NOT_HOTSPOT,-0.2023662456532831
89601458603ffff,Vijayanagara,11,2.75,0.0007591826593478391,0.6057786546239967,0.0012532344174772208,99.04607820366607,0.0,0.0,0.1082668572696397,NOT_HOTSPOT,-0.2247632632198865
89601458607ffff,Vijayanagara,6,1.5,0.0004140996323715486,0.6057786546239967,0.0006835824095330295,99.04607820366607,0.0,0.0,0.07208473535979865,NOT_HOTSPOT,-0.1218953305179642
89601458623ffff,Rajajinagar,1,1.0,0.0002760664215810324,0.6057786546239967,0.00045572160635535305,99.04607820366607,0.0,0.0,0.1081106761944346,NOT_HOTSPOT,0.4046848522537173
89601458627ffff,Rajajinagar,77,38.5,0.010628557230869747,0.6057786546239967,0.017545281844681092,99.04607820366607,0.0,3.0,0.11119498682178186,EMERGING,0.0412848458061443
